id,correct answer,CoT answers,Correctness,LEN,"('QUA', 'IM')","('DIF', 'IV')","('DIF', 'SUB')",AC
10,C,"['B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'C' 'B' 'B' 'B' 'C' 'B'
 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'C' 'B' 'C' 'B' 'C' 'B' 'C'
 'B' 'C' 'C' 'B']","[False False  True False False False False False False False  True False
  True False False False  True False False False False  True False False
 False False False  True False  True False  True False  True False  True
 False  True  True False]","[4 4 1 4 4 4 4 4 4 4 1 4 1 4 4 4 1 4 4 4 4 4 4 4 4 4 4 1 4 4 4 1 4 3 4 4 4
 1 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 2]",disambiguation_qa,"[False  True False False  True  True  True  True  True  True False False
 False False  True  True False False  True  True  True False False  True
  True  True  True False False False False False False False False False
 False False  True False]"
11,C,"['C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'A' 'A' 'C'
 'C' 'C' 'C' 'C']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True False False  True
  True  True  True  True]","[4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True False  True False
  True  True  True  True]"
12,B,"['C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[False  True  True  True  True  True  True  True  True  True  True  True
  True False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[3 4 3 4 5 3 4 2 4 3 4 4 4 4 4 4 3 4 4 4 3 4 3 4 4 4 4 4 4 2 4 4 3 4 4 3 4
 3 3 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0]",disambiguation_qa,"[False False  True  True  True  True  True  True  True  True  True  True
  True False False  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
13,A,"['C' 'AMBIGUOUS' 'C' 'A' 'D' 'D' 'D' 'A' 'D' 'AMBIGUOUS' 'D' 'D'
 'AMBIGUOUS' 'D' 'D' 'A' 'D' 'A' 'AMBIGUOUS' 'AMBIGUOUS' 'D' 'D' 'D' 'D'
 'AMBIGUOUS' 'D' 'D' 'D' 'D' 'D' 'C' 'D' 'D' 'D' 'C' 'A' 'D' 'A' 'D' 'A']","[False False False  True False False False  True False False False False
 False False False  True False  True False False False False False False
 False False False False False False False False False False False  True
 False  True False  True]","[4 4 4 4 2 4 4 4 4 4 4 4 4 4 3 4 2 4 4 4 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 4
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 2 2 0 0 0 0 0 0 0 2 5 0 0 0 0 0 0 0 0 0 2 5 0 0 2 5 2 9 0 0 0 0
 0 2 0]",disambiguation_qa,"[False False False False False  True  True False False False False  True
 False False  True False False False False  True False  True  True  True
 False False  True  True  True  True False False  True  True False False
 False False False False]"
14,B,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
15,A,"['A' 'A' 'A' 'A' 'A' 'A' 'A' 'C' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A']","[ True  True  True  True  True  True  True False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 5 3 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 5
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True False False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
16,A,"['A' 'ERROR' 'A' 'A' 'C' 'A' 'A' 'C' 'A' 'A' 'A' 'C' 'C' 'A' 'A' 'A'
 'ERROR' 'C' 'A' 'A' 'A' 'C' 'A' 'A' 'A' 'A' 'A' 'C' 'A' 'A' 'A' 'A' 'A'
 'ERROR' 'A' 'C' 'A' 'A' 'A' 'A']","[ True False  True  True False  True  True False  True  True  True False
 False  True  True  True False False  True  True  True False  True  True
  True  True  True False  True  True  True  True  True False  True False
  True  True  True  True]","[4 0 4 4 3 4 4 4 4 4 5 3 4 4 4 4 0 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 0 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[ 2 10  5  0  2  0  0  0  5  0  5  2  2  0  2  0 10  0  0  0  0  0  0  0
  2  2  0  0  2  2  5  0  0 10  2  0  2  0  2  9]",disambiguation_qa,"[False False False  True False False  True False False  True  True False
  True False  True  True False False False  True  True False False  True
  True  True  True False False  True  True  True  True False False False
 False  True  True  True]"
17,B,"['B' 'A' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'A' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'A' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'A' 'B' 'B'
 'B' 'B' 'B' 'B']","[ True False  True  True  True  True  True  True  True  True  True  True
  True False  True  True  True  True  True  True  True  True False  True
  True  True  True  True  True  True  True  True  True False  True  True
  True  True  True  True]","[4 4 3 3 4 3 3 4 3 1 5 4 4 4 4 4 2 3 3 2 4 4 4 2 4 3 2 4 3 3 2 1 3 4 3 1 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0
 2 0 0]",disambiguation_qa,"[False False False  True  True  True  True  True  True  True  True  True
  True False False  True  True  True  True  True  True  True False False
  True  True  True  True  True  True  True  True  True False False  True
  True  True  True  True]"
18,A,"['A' 'A' 'A' 'C' 'A' 'C' 'C' 'C' 'C' 'A' 'A' 'C' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'B' 'A' 'A' 'A' 'A' 'C' 'A' 'A' 'B' 'A' 'A' 'C' 'C' 'A' 'A'
 'C' 'A' 'A' 'A']","[ True  True  True False  True False False False False  True  True False
  True  True  True  True  True  True  True  True  True False  True  True
  True  True False  True  True False  True  True False False  True  True
 False  True  True  True]","[5 4 4 1 5 2 1 4 1 4 3 3 4 4 4 4 3 5 5 4 4 3 4 3 4 3 1 3 4 3 4 3 1 3 4 4 1
 4 5 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2 0 2]",disambiguation_qa,"[False  True  True False False False  True  True  True False  True False
 False  True  True  True  True  True  True  True  True False False  True
  True  True False False  True False False  True False  True False  True
 False False  True  True]"
19,B,"['B' 'B' 'A' 'B' 'B' 'B' 'A' 'B' 'A' 'B' 'A' 'A' 'B' 'A' 'A' 'A' 'A' 'B'
 'A' 'A' 'B' 'A' 'B' 'B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'B' 'A' 'A' 'A' 'C'
 'B' 'A' 'C' 'B']","[ True  True False  True  True  True False  True False  True False False
  True False False False False  True False False  True False  True  True
 False  True False  True False False False  True False False False False
  True False False  True]","[3 3 4 4 4 3 4 4 4 4 4 4 2 6 4 4 4 4 4 4 3 4 3 4 4 4 4 4 4 4 4 5 4 4 4 3 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 5 0 0 0 2 0 2 0 2 0 0 0 0 2 0 0
 5 0 0]",disambiguation_qa,"[False  True False False  True  True False False False False False  True
 False False  True  True  True False False  True False False False  True
 False False False False False  True  True False False  True  True False
 False False False False]"
20,A,"['A' 'C' 'C' 'A' 'A' 'A' 'C' 'C' 'A' 'A' 'C' 'A' 'C' 'C' 'A' 'A' 'A' 'C'
 'A' 'A' 'A' 'A' 'A' 'C' 'A' 'C' 'C' 'A' 'A' 'C' 'C' 'C' 'C' 'A' 'C' 'C'
 'C' 'A' 'C' 'A']","[ True False False  True  True  True False False  True  True False  True
 False False  True  True  True False  True  True  True  True  True False
  True False False  True  True False False False False  True False False
 False  True False  True]","[4 4 4 4 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 3 4 4 3 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]",disambiguation_qa,"[False False  True False  True  True False  True False  True False False
 False  True False  True  True False False  True  True  True  True False
 False False  True False  True False  True  True  True False False  True
  True False False False]"
21,B,"['C' 'B' 'B' 'C' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'B'
 'C' 'C' 'B' 'B' 'C' 'B' 'B' 'B' 'C' 'B' 'C' 'C' 'C' 'B' 'B' 'B' 'B' 'C'
 'B' 'B' 'C' 'C']","[False  True  True False False  True  True  True  True  True  True False
  True  True  True  True  True  True False False  True  True False  True
  True  True False  True False False False  True  True  True  True False
  True  True False False]","[4 4 4 4 4 4 1 2 2 3 4 4 6 4 4 4 4 3 4 4 4 4 4 3 6 1 4 1 4 1 4 4 4 6 3 4 4
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 0 0 0 0 0 2 0 0 0 0 0 0 2 5 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]",disambiguation_qa,"[False False  True False  True False  True  True  True  True  True False
 False  True  True  True  True  True False  True False  True False False
  True  True False False False  True  True False  True  True  True False
 False  True False  True]"
22,C,"['A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'C' 'A'
 'A' 'A' 'A' 'A' 'A' 'A' 'C' 'C' 'A' 'C' 'A' 'A' 'B' 'B' 'A' 'C' 'A' 'A'
 'A' 'B' 'A' 'C']","[False False False False False False False False False False False False
 False False False False  True False False False False False False False
  True  True False  True False False False False False  True False False
 False False False  True]","[4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 5 2 0 0 2 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True False False  True  True  True  True  True  True
 False  True False False False  True False  True False False False  True
  True False False False]"
23,A,"['A' 'C' 'C' 'C' 'A' 'C' 'C' 'C' 'A' 'A' 'C' 'A' 'C' 'C' 'C' 'A' 'C' 'C'
 'C' 'C' 'C' 'C' 'A' 'C' 'C' 'C' 'C' 'C' 'A' 'C' 'C' 'C' 'C' 'C' 'A' 'C'
 'A' 'C' 'A' 'A']","[ True False False False  True False False False  True  True False  True
 False False False  True False False False False False False  True False
 False False False False  True False False False False False  True False
  True False  True  True]","[4 3 4 3 4 3 3 4 3 4 4 4 3 3 3 4 3 3 3 4 3 3 4 4 3 3 3 3 4 3 3 3 3 4 4 3 4
 3 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 2 0 0 2 0 0 0 2 0 5 5 0 5 0 0 0 2 0 2 0 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 2
 5 0 0]",disambiguation_qa,"[False False  True  True False False  True  True False  True False False
 False  True  True False False  True  True  True  True  True False False
  True  True  True  True False False  True  True  True  True False False
 False False False  True]"
